epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,853.844,1.67566,1.93701,1.26357,0.52141,0.49532,0.47717,0.19813,2.20747,2.88901,1.60765,0.000976293,0.000976293,0.000976293
50,870.705,1.66704,1.91886,1.26032,0.57828,0.5088,0.52257,0.21675,2.15951,2.84469,1.60429,0.000966861,0.000966861,0.000966861
51,888.488,1.63063,1.9287,1.26712,0.58805,0.52541,0.51718,0.22772,2.18477,2.74472,1.56434,0.00095743,0.00095743,0.00095743
52,905.547,1.6385,1.889,1.25908,0.58898,0.51873,0.52325,0.21304,2.22468,3.05105,1.56303,0.000947999,0.000947999,0.000947999
53,923.28,1.63006,1.84874,1.24411,0.60555,0.54043,0.54677,0.2316,2.16169,2.75892,1.59612,0.000938567,0.000938567,0.000938567
54,939.804,1.61926,1.85781,1.25154,0.67264,0.49953,0.51879,0.23745,2.08252,2.70948,1.52376,0.000929136,0.000929136,0.000929136
55,956.52,1.59725,1.78593,1.23798,0.58499,0.5321,0.52861,0.21926,2.18981,2.68598,1.58083,0.000919704,0.000919704,0.000919704
56,974.273,1.5833,1.83615,1.24471,0.51723,0.51609,0.45604,0.1895,2.19128,2.82065,1.57335,0.000910273,0.000910273,0.000910273
57,991.369,1.62095,1.82109,1.23857,0.53999,0.48464,0.49198,0.21413,2.26337,2.9582,1.60908,0.000900842,0.000900842,0.000900842
58,1008.96,1.59084,1.79905,1.24838,0.70134,0.47109,0.54022,0.23145,2.19896,2.82892,1.57714,0.00089141,0.00089141,0.00089141
59,1025.64,1.61318,1.84215,1.24274,0.56012,0.48575,0.48082,0.20864,2.23366,2.7648,1.62218,0.000881979,0.000881979,0.000881979
60,1042.99,1.5998,1.78593,1.22625,0.58871,0.52475,0.52103,0.21382,2.22747,2.78127,1.63123,0.000872547,0.000872547,0.000872547
61,1059.23,1.60529,1.81808,1.25299,0.59307,0.54533,0.53904,0.23559,2.20111,2.7411,1.55943,0.000863116,0.000863116,0.000863116
62,1077.01,1.60713,1.78459,1.23415,0.6116,0.52049,0.54359,0.23939,2.20885,2.66993,1.52107,0.000853685,0.000853685,0.000853685
63,1093.45,1.59929,1.79265,1.23604,0.62067,0.55868,0.55701,0.23258,2.17426,2.71105,1.58142,0.000844253,0.000844253,0.000844253
64,1111.21,1.58436,1.72737,1.23423,0.59388,0.57656,0.57054,0.2359,2.20697,2.64045,1.55359,0.000834822,0.000834822,0.000834822
65,1127.88,1.59568,1.74871,1.22794,0.59483,0.56105,0.54723,0.23038,2.24371,2.71736,1.64703,0.00082539,0.00082539,0.00082539
66,1144.45,1.56794,1.72707,1.23146,0.59519,0.49068,0.50639,0.20331,2.3343,2.86783,1.70207,0.000815959,0.000815959,0.000815959
67,1162.07,1.57663,1.71201,1.23087,0.65038,0.50583,0.54735,0.241,2.2619,2.7525,1.56854,0.000806528,0.000806528,0.000806528
68,1179.03,1.59009,1.72726,1.23175,0.68764,0.54076,0.57034,0.24386,2.18766,2.65051,1.57448,0.000797096,0.000797096,0.000797096
69,1196.86,1.54958,1.71,1.23427,0.6744,0.54828,0.56576,0.22591,2.33509,2.76243,1.68408,0.000787665,0.000787665,0.000787665
70,1213.2,1.57501,1.70154,1.22433,0.60028,0.49635,0.52069,0.23736,2.22894,2.68894,1.57656,0.000778233,0.000778233,0.000778233
71,1230.82,1.58161,1.71922,1.21527,0.65192,0.47834,0.5412,0.23199,2.23261,2.71155,1.55495,0.000768802,0.000768802,0.000768802
72,1247.48,1.57115,1.68698,1.20988,0.62451,0.54654,0.54671,0.23468,2.19898,2.82306,1.61204,0.000759371,0.000759371,0.000759371
73,1265.15,1.55983,1.67572,1.20535,0.57085,0.48655,0.50898,0.21948,2.26009,2.8046,1.62286,0.000749939,0.000749939,0.000749939
74,1282.55,1.54088,1.64427,1.21514,0.6534,0.52459,0.55882,0.248,2.18963,2.71681,1.57116,0.000740508,0.000740508,0.000740508
75,1298.51,1.52434,1.64637,1.21678,0.65154,0.51086,0.52673,0.22937,2.16929,2.78393,1.51662,0.000731076,0.000731076,0.000731076
76,1315.23,1.55232,1.62791,1.21173,0.67178,0.49412,0.55551,0.24304,2.23971,2.79861,1.58388,0.000721645,0.000721645,0.000721645
77,1332.81,1.52813,1.61633,1.20519,0.70109,0.51423,0.56989,0.22528,2.28904,2.84713,1.63134,0.000712214,0.000712214,0.000712214
78,1349.59,1.55407,1.64203,1.21343,0.68229,0.48848,0.52931,0.23767,2.26746,2.82602,1.59806,0.000702782,0.000702782,0.000702782
79,1367.55,1.52293,1.60912,1.19953,0.58818,0.51205,0.53205,0.23613,2.27191,2.76516,1.61128,0.000693351,0.000693351,0.000693351
80,1384.17,1.51738,1.5933,1.20003,0.61795,0.53348,0.55679,0.24225,2.22761,2.72944,1.58563,0.000683919,0.000683919,0.000683919
81,1401.84,1.52021,1.57686,1.18286,0.56435,0.55152,0.53743,0.23355,2.21368,2.66278,1.58843,0.000674488,0.000674488,0.000674488
82,1419.21,1.52253,1.59291,1.19211,0.65719,0.51087,0.54256,0.24727,2.23804,2.7834,1.55181,0.000665057,0.000665057,0.000665057
83,1436.66,1.52103,1.57397,1.19399,0.63718,0.49808,0.55344,0.24905,2.22855,2.83266,1.56266,0.000655625,0.000655625,0.000655625
84,1453.12,1.51373,1.58313,1.19621,0.69034,0.47084,0.53153,0.23581,2.25512,2.65778,1.57294,0.000646194,0.000646194,0.000646194
85,1470.51,1.52465,1.58283,1.20182,0.63047,0.50628,0.50314,0.21826,2.27671,2.80007,1.61355,0.000636762,0.000636762,0.000636762
86,1486.68,1.47606,1.52055,1.19713,0.65073,0.53601,0.56604,0.24396,2.29248,2.63787,1.58955,0.000627331,0.000627331,0.000627331
87,1502.8,1.5029,1.55685,1.18388,0.61956,0.52457,0.54128,0.2323,2.31704,2.86529,1.59711,0.0006179,0.0006179,0.0006179
88,1520.36,1.49658,1.54854,1.19302,0.63148,0.46826,0.52002,0.22203,2.31283,2.80663,1.63983,0.000608468,0.000608468,0.000608468
89,1536.64,1.46999,1.48933,1.18868,0.61297,0.49932,0.5416,0.22593,2.26889,2.68732,1.6179,0.000599037,0.000599037,0.000599037
90,1553.93,1.46962,1.49331,1.18185,0.63383,0.54647,0.5577,0.24561,2.16504,2.70373,1.58335,0.000589605,0.000589605,0.000589605
91,1570.2,1.46433,1.46413,1.18174,0.61859,0.54412,0.55072,0.24978,2.27442,2.77219,1.63013,0.000580174,0.000580174,0.000580174
92,1587.85,1.48575,1.49798,1.19306,0.60286,0.54229,0.55373,0.22403,2.32421,2.76326,1.65601,0.000570743,0.000570743,0.000570743
93,1604.43,1.47272,1.45717,1.17244,0.63485,0.52561,0.5359,0.23064,2.25901,2.75716,1.59932,0.000561311,0.000561311,0.000561311
94,1622.13,1.46823,1.47308,1.1766,0.59836,0.53414,0.54373,0.2373,2.33086,2.77844,1.64724,0.00055188,0.00055188,0.00055188
95,1638.45,1.45929,1.48114,1.18866,0.66617,0.50093,0.52944,0.22894,2.31144,2.7763,1.61166,0.000542448,0.000542448,0.000542448
96,1656.06,1.46745,1.48037,1.16353,0.61732,0.49754,0.5446,0.24108,2.26205,2.68047,1.59906,0.000533017,0.000533017,0.000533017
97,1672.66,1.44342,1.43349,1.16621,0.58199,0.56885,0.55339,0.22819,2.36695,2.77825,1.64005,0.000523586,0.000523586,0.000523586
98,1689.15,1.44986,1.44457,1.16505,0.65572,0.50335,0.56122,0.23974,2.28428,2.69727,1.62544,0.000514154,0.000514154,0.000514154
99,1706.87,1.47861,1.47412,1.17169,0.6235,0.53167,0.52697,0.23269,2.21217,2.67935,1.58947,0.000504723,0.000504723,0.000504723
100,1723.31,1.4696,1.43723,1.15377,0.68456,0.49829,0.52767,0.22725,2.31573,2.74557,1.61779,0.000495291,0.000495291,0.000495291
101,1740.95,1.45549,1.44037,1.14989,0.66743,0.49411,0.54992,0.22596,2.35292,2.76179,1.66543,0.00048586,0.00048586,0.00048586
102,1757.31,1.41927,1.38466,1.15604,0.65324,0.54678,0.54561,0.23888,2.23589,2.71441,1.5796,0.000476429,0.000476429,0.000476429
103,1774.95,1.42433,1.37661,1.14196,0.64229,0.51019,0.52818,0.23733,2.2383,2.75267,1.5666,0.000466997,0.000466997,0.000466997
104,1791.37,1.44343,1.39459,1.14065,0.62332,0.53905,0.53845,0.23984,2.28576,2.7297,1.61677,0.000457566,0.000457566,0.000457566
105,1809,1.41014,1.36757,1.1362,0.59866,0.5118,0.51884,0.21725,2.32807,2.78906,1.62574,0.000448134,0.000448134,0.000448134
106,1825.48,1.42893,1.37693,1.1546,0.60255,0.51401,0.51787,0.22653,2.30862,2.75837,1.61745,0.000438703,0.000438703,0.000438703
107,1843.3,1.43925,1.38787,1.14023,0.62435,0.54172,0.55769,0.2413,2.31111,2.80002,1.61608,0.000429272,0.000429272,0.000429272
108,1859.75,1.43488,1.39002,1.13732,0.65602,0.52832,0.55771,0.24181,2.31854,2.7739,1.62234,0.00041984,0.00041984,0.00041984
109,1876.4,1.42721,1.37807,1.14092,0.68109,0.53155,0.56232,0.24042,2.28821,2.70022,1.61833,0.000410409,0.000410409,0.000410409
110,1893.8,1.4124,1.36061,1.14825,0.7094,0.51872,0.55518,0.24081,2.29721,2.60729,1.64014,0.000400977,0.000400977,0.000400977
111,1910.12,1.40555,1.35257,1.13517,0.67721,0.51253,0.5522,0.2499,2.26576,2.74516,1.60406,0.000391546,0.000391546,0.000391546
112,1927.71,1.41738,1.34129,1.13592,0.64156,0.52701,0.56441,0.23266,2.34987,2.79334,1.59907,0.000382115,0.000382115,0.000382115
113,1944.22,1.41248,1.33932,1.12941,0.67333,0.55419,0.5943,0.26102,2.28184,2.69033,1.6141,0.000372683,0.000372683,0.000372683
114,1961.42,1.38127,1.33991,1.15098,0.61804,0.54352,0.5521,0.24668,2.34749,2.76676,1.60106,0.000363252,0.000363252,0.000363252
115,1977.95,1.40566,1.31895,1.1349,0.71309,0.52835,0.57493,0.25922,2.23296,2.68838,1.59054,0.00035382,0.00035382,0.00035382
116,1995.85,1.39759,1.32957,1.13186,0.64952,0.53602,0.56984,0.25765,2.31677,2.68948,1.59285,0.000344389,0.000344389,0.000344389
117,2012.46,1.38609,1.29663,1.12635,0.65625,0.56477,0.56628,0.24513,2.2858,2.62197,1.61879,0.000334958,0.000334958,0.000334958
118,2029.92,1.36963,1.28476,1.13841,0.64515,0.51632,0.54082,0.24283,2.34363,2.7289,1.60737,0.000325526,0.000325526,0.000325526
119,2046.27,1.37771,1.28816,1.12789,0.65952,0.54411,0.57151,0.252,2.29797,2.65919,1.59098,0.000316095,0.000316095,0.000316095
120,2063.68,1.36744,1.30001,1.12551,0.62638,0.54205,0.55642,0.24655,2.3312,2.74424,1.64472,0.000306663,0.000306663,0.000306663
121,2080.39,1.38847,1.29254,1.11626,0.65547,0.55831,0.56745,0.24852,2.28621,2.67632,1.63636,0.000297232,0.000297232,0.000297232
122,2097.08,1.37644,1.28002,1.11493,0.61369,0.57968,0.56857,0.24448,2.29087,2.68694,1.60955,0.000287801,0.000287801,0.000287801
123,2114.83,1.36635,1.27996,1.11457,0.65638,0.54124,0.54231,0.22947,2.33599,2.79757,1.6745,0.000278369,0.000278369,0.000278369
124,2131.25,1.37986,1.28543,1.12629,0.71821,0.52356,0.57436,0.24481,2.26904,2.73969,1.60745,0.000268938,0.000268938,0.000268938
125,2148.8,1.36948,1.24886,1.10871,0.69393,0.51425,0.54768,0.24292,2.35761,2.76379,1.64645,0.000259506,0.000259506,0.000259506
126,2165.22,1.3593,1.25899,1.12135,0.72569,0.52483,0.5669,0.24643,2.33824,2.76226,1.63345,0.000250075,0.000250075,0.000250075
127,2183.11,1.32617,1.22603,1.11317,0.65922,0.55936,0.56971,0.24739,2.32123,2.7359,1.63098,0.000240644,0.000240644,0.000240644
128,2199.48,1.35932,1.24215,1.12759,0.61708,0.54545,0.54581,0.23923,2.36682,2.77699,1.63159,0.000231212,0.000231212,0.000231212
129,2216.98,1.3353,1.21604,1.1021,0.60921,0.54506,0.5391,0.2404,2.3553,2.76366,1.63308,0.000221781,0.000221781,0.000221781
130,2233.48,1.33737,1.22053,1.10048,0.61936,0.52946,0.54353,0.23641,2.37122,2.75797,1.64999,0.000212349,0.000212349,0.000212349
131,2250.06,1.33756,1.22214,1.11174,0.63845,0.56365,0.55059,0.23844,2.32692,2.72044,1.63766,0.000202918,0.000202918,0.000202918
132,2267.48,1.33173,1.24107,1.11518,0.63286,0.51929,0.52716,0.23542,2.33578,2.86863,1.61763,0.000193487,0.000193487,0.000193487
133,2284.09,1.33987,1.22069,1.10222,0.64508,0.53653,0.53664,0.23841,2.35771,2.80636,1.65258,0.000184055,0.000184055,0.000184055
134,2301.82,1.32772,1.22371,1.10129,0.69951,0.52181,0.56093,0.24079,2.34754,2.76351,1.6402,0.000174624,0.000174624,0.000174624
135,2318.5,1.31624,1.22749,1.10136,0.67053,0.49478,0.5367,0.23548,2.36305,2.71331,1.6315,0.000165192,0.000165192,0.000165192
136,2336.01,1.30871,1.20316,1.09989,0.66964,0.5288,0.55186,0.23759,2.32518,2.65937,1.62753,0.000155761,0.000155761,0.000155761
137,2352.32,1.32637,1.19604,1.09436,0.67763,0.51051,0.54998,0.23967,2.38621,2.75704,1.65655,0.00014633,0.00014633,0.00014633
138,2369.91,1.34175,1.21487,1.09204,0.69881,0.52344,0.5551,0.23644,2.37184,2.78449,1.66967,0.000136898,0.000136898,0.000136898
139,2386.53,1.32648,1.19604,1.10697,0.67308,0.51024,0.54084,0.23624,2.36779,2.78422,1.64131,0.000127467,0.000127467,0.000127467
140,2404.15,1.30934,1.17696,1.09631,0.66625,0.49447,0.52503,0.23356,2.35552,2.82011,1.64589,0.000118035,0.000118035,0.000118035
141,2421.91,1.35743,1.17785,1.1066,0.71598,0.45528,0.51514,0.23026,2.37064,2.83502,1.6469,0.000108604,0.000108604,0.000108604
142,2437.97,1.31191,1.11533,1.08363,0.68482,0.47314,0.51422,0.23107,2.39843,2.81018,1.67282,9.91726e-05,9.91726e-05,9.91726e-05
143,2455.28,1.3351,1.11463,1.08674,0.68128,0.49607,0.53688,0.22838,2.38905,2.76128,1.66125,8.97412e-05,8.97412e-05,8.97412e-05
144,2471.5,1.32259,1.11723,1.07857,0.65949,0.49405,0.51638,0.22755,2.40103,2.75685,1.6645,8.03098e-05,8.03098e-05,8.03098e-05
145,2489.68,1.29853,1.08681,1.07682,0.68996,0.49067,0.52761,0.22753,2.38281,2.7712,1.66517,7.08784e-05,7.08784e-05,7.08784e-05
146,2506.54,1.27371,1.0683,1.0607,0.6675,0.50754,0.52641,0.23263,2.38403,2.78378,1.65899,6.1447e-05,6.1447e-05,6.1447e-05
147,2524.54,1.29091,1.0832,1.06551,0.67141,0.49428,0.52555,0.22832,2.39391,2.77355,1.66649,5.20156e-05,5.20156e-05,5.20156e-05
148,2541.02,1.29599,1.09289,1.06467,0.663,0.50025,0.5211,0.22892,2.39988,2.80233,1.65887,4.25842e-05,4.25842e-05,4.25842e-05
149,2558.88,1.25855,1.05601,1.06513,0.66469,0.49946,0.52231,0.22877,2.42235,2.83495,1.67065,3.31528e-05,3.31528e-05,3.31528e-05
150,2575.28,1.27363,1.0683,1.06621,0.65076,0.50897,0.52443,0.23184,2.42369,2.83824,1.66823,2.37214e-05,2.37214e-05,2.37214e-05
